id,type,name,displayName,relApplicationToBusinessCapability,relApplicationToDataObject,relApplicationToITComponent:displayName,relApplicationToITComponent:activeFrom,relApplicationToITComponent:activeUntil,relApplicationToITComponent:costTotalAnnual,relApplicationToITComponent:description,relApplicationToITComponent:obsolescenceRiskComment,relApplicationToITComponent:obsolescenceRiskStatus,relApplicationToITComponent:serviceLevel,relApplicationToITComponent:technicalSuitability,relApplicationToProject,tags:GxP,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Maturity Status,tags:Main Area,tags:PACE,tags:Business Unit,tags:Vendor,tags:LX PS WiP,tags:Region,tags:Other tags,relApplicationToUserGroup,maturityStatus,CMDB_SYS_ID,cmdbBizAppUrl,relToChild,functionalSuitability,technicalSuitability
ca0df9e3-27a7-4d2c-9315-e0fbf68e33cd,Application,Educational Funding Management System (EFMS),Educational Funding Management System (EFMS),~Global Medical Affairs (GMA) / Medical Education,,Grants and funding management system (GFMS),,,,,,,,,,,,,,,,,,MA,,,,,Medical Education,,,,,appropriate,adequate
ca0df9e3-27a7-4d2c-9315-e0fbf68e33cd,Application,Educational Funding Management System (EFMS),Educational Funding Management System (EFMS),~Global Medical Affairs (GMA) / Medical Education,,Okta SSO,,,,,,,,,,,,,,,,,,MA,,,,,Medical Education,,,,,appropriate,adequate
ca0df9e3-27a7-4d2c-9315-e0fbf68e33cd,Application,Educational Funding Management System (EFMS),Educational Funding Management System (EFMS),~Global Medical Affairs (GMA) / Medical Education,,SFDC (Vendor),,,,,,,,,,,,,,,,,,MA,,,,,Medical Education,,,,,appropriate,adequate
5343824d-b1bf-4ff3-a52e-21633fca8d44,Application,Educational Impact (SP),Educational Impact (SP),~Global Medical Affairs (GMA) / Medical Education,,,,,,,,,,,,,,,,,,,,MA,,,,,Medical Education,,,,,appropriate,adequate
eeece09e-1514-4156-ae3e-1817b5d5d797,Application,Electrical Power Monitoring,Electrical Power Monitoring,IOPS Plant Management / Plant Maintenance,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
21d938c2-d2ef-43f3-945d-68aea46ea926,Application,ellab Valsuite,ellab Valsuite,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
9fe76ad4-cbf0-4a88-bba6-5fc664d5725c,Application,EMA & NCAs Portal,EMA & NCAs Portal,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / Health Authority, License Partner, and Sponsor",,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,
b6e1fe1a-5f5f-402f-bdba-85f3af16a5f4,Application,EmployeeReferrals.com,EmployeeReferrals.com,Talent Acquisition,,,,,,,,,,,EmployeeReferral,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Acquisition,white,,,,,
2c3e4f2f-6bd6-483f-9cf1-75c807681e01,Application,Empower,Empower,IOPS Product Development / Process Characterization;IOPS Quality Control / Lab Chromatography,,Empower Finance Empower SaaS Hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a60f9c1b-222f-437f-8bdf-1df019ff5897,Application,Empower 3 FR2,Empower 3 FR2,IOPS Quality Control,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,,,,,,,,,
af10790d-e0e8-4d02-b696-db860c8eea1a,Application,Empower 3 FR4,Empower 3 FR4,IOPS Quality Control,,,,,,,,,,,IOPS - GLO Empower 3.8 Upgrade,Yes,,,,,,IOPS,,,,,Global,Digital Transformation,,,,,,,
fd0c10f0-e3b5-41dd-a893-e82c0cb25260,Application,Enablon (EHS Management System),Enablon (EHS Management System),IOPS Plant Management / Environmental Health and Safety (EHS),,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
950f280b-8f7d-4a91-ac95-c7c57337f577,Application,EndNote,EndNote,Foundational Capabilities;~Regulatory / Submission content,,,,,,,,,,,,,,,,,,,,MA;RA,,,,,"Medical Writing;Medical Writing,Regulatory;Regulatory",,,,,appropriate,adequate
03eba155-c108-408c-b3f6-e988cebd6626,Application,EndoScan,EndoScan,IOPS Quality Control,,,,,,,,,,,IOPS - RHN Endoscan App Server Implementation,,,,,,,IOPS,,,,,,,,,,,,,
483451f1-367b-41d6-ad10-f05a705223af,Application,EndoScanV Enterprise,EndoScanV Enterprise,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
6c2e3f6c-8981-43bc-898e-05fc0d7c8da1,Application,Endpoint,Endpoint,~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Clinical Drug Supply Management,,,,,,,,,,,,,,,,,,,,DO&PM,EndPoint Clinical,,,,Clinical Drug Supply and Logistics,,,,,appropriate,adequate
436795b1-8ac6-4098-aa16-5cccb7cef3a4,Application,Engage,Engage,~Global Medical Affairs (GMA) / Operations & Execution / GMA Administration & Business Ops,,,,,,,,,,,,,,,,,,,,MA,,,,,Medical Affairs,,,,,appropriate,adequate
2ad80785-190b-455f-aaea-bdfd16b0eed6,Application,Enlighted Lighting Systems and controls,Enlighted Lighting Systems and controls,"Real Estate & Facilities Management / Facilities Operations and Maintenance / Heating and Cooling, Power, Lighting, Elevators, Plumbing",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,472b2722dbb024103c9ec24505961977,,,perfect,fullyAppropriate
ce42c2af-0dfd-4714-b035-15cb8c5e2dc5,Application,Enterprise Data Warehouse,Enterprise Data Warehouse,Database;Integration,,Amazon.com / AWS Amazon RDS for Oracle,,,,,,,,,,,,,,,,G&A IT,,,,,,G&A IT,Financial Services;Human Resources / People Analytics and Reporting;Real Estate & Facilities Mgmt / Shipping and Receiving,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e9b5439413a3b204be0b58222244b0d5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=efe47973871535141db8ca2acebb3578,,,
ce42c2af-0dfd-4714-b035-15cb8c5e2dc5,Application,Enterprise Data Warehouse,Enterprise Data Warehouse,Database;Integration,,Amazon.com / AWS EC2,,,,,,,,,,,,,,,,G&A IT,,,,,,G&A IT,Financial Services;Human Resources / People Analytics and Reporting;Real Estate & Facilities Mgmt / Shipping and Receiving,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e9b5439413a3b204be0b58222244b0d5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=efe47973871535141db8ca2acebb3578,,,
ce42c2af-0dfd-4714-b035-15cb8c5e2dc5,Application,Enterprise Data Warehouse,Enterprise Data Warehouse,Database;Integration,,Oracle Data Integrator Enterprise 12cR2 12.2.1,,,,,,,,,,,,,,,,G&A IT,,,,,,G&A IT,Financial Services;Human Resources / People Analytics and Reporting;Real Estate & Facilities Mgmt / Shipping and Receiving,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e9b5439413a3b204be0b58222244b0d5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=efe47973871535141db8ca2acebb3578,,,
d458cdc4-f133-4ad7-8b78-dfd52ed2f90d,Application,Equitrac Follow-Me-Print,Equitrac Follow-Me-Print,IOPS Enterprise Support / Client Services,,,,,,,,,,,,No,,,,,,IOPS,,,,,,,,,,,,,
0a90803b-e902-4351-b928-9021d0c501c7,Application,Equity Edge (E*TRADE),Equity Edge (E*TRADE),Benefits Management,,,,,,,,,,,Global Equity Tracker;Workday Demand Backlog,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT;SOX,Financial Services;Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=fd6b9ff2ff1bd04068ac719405e7bd0e,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=2fe47973871535141db8ca2acebb357c,,,
150c6631-2f04-4599-943c-d0cf4ae7fd95,Application,ESG (Electronic Submissions Gateway),ESG (Electronic Submissions Gateway),~Regulatory / Health authority content,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
fbf47f3e-bae7-4ef1-b0a4-0b9a09e3b9f1,Application,ETCD Express,ETCD Express,IOPS Product Development / Regulatory Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14544051-c81b-44f2-8e3d-1e46c19e0bc4,Application,EthicsPoint,EthicsPoint,Maintain and Enhance Ethics & Compliance / Oversee Allegations & Investigations / Internal Investigations,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Legal Security,yellow,52b50f5413a3b204be0b58222244b0a9,,,appropriate,
60f005b8-3a8f-4fae-8183-60c7d8428fdf,Application,EudraCT,EudraCT,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / Health Authority, License Partner, and Sponsor;~Regulatory / Health authority content",,,,,,,,,,,,,,,,,,,,GPS;RA,,,,,Global Patient Safety;Regulatory,,,,,,
9f2bc9a7-4854-4caa-a437-dcce7407a82e,Application,Everbridge Mass Notification,Everbridge Mass Notification,Real Estate & Facilities Management / Facilities Operations and Maintenance / Communication and Notification,,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,d5440a4b6f9f3a806ea3d4a21c3ee4ea,,,perfect,adequate
620761e1-838a-4919-8633-31aa3734959d,Application,Everest,Everest,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
26b63cef-9776-426b-8c99-fabd85057c1c,Application,Eversana Techsol,Eversana Techsol,Collaborations & Touchpoints / External Partners & Vendors;~Global Medical Affairs (GMA) / Medical Communications / Medical Inquiry Management;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Case Management / Case Intake and Triage / AE Case Intake & Triage,,Okta SSO,,,,,,,,,,,,,,,,,,GPS;MA,,,,,"Safety, Global Medical Affairs",,,,,appropriate,adequate
26b63cef-9776-426b-8c99-fabd85057c1c,Application,Eversana Techsol,Eversana Techsol,Collaborations & Touchpoints / External Partners & Vendors;~Global Medical Affairs (GMA) / Medical Communications / Medical Inquiry Management;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Case Management / Case Intake and Triage / AE Case Intake & Triage,,Techsol Call Center,,,,,,,,,,,,,,,,,,GPS;MA,,,,,"Safety, Global Medical Affairs",,,,,appropriate,adequate
e7f964a3-bc3d-4c30-9207-deb2e5313763,Application,Evidence Tracker,Evidence Tracker,Maintain and Enhance Ethics & Compliance / Oversee Allegations & Investigations / External Investigations;Maintain and Enhance Ethics & Compliance / Oversee Allegations & Investigations / Internal Investigations,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Legal Security,green,,,,perfect,fullyAppropriate
4c676fbd-0a70-427f-a4d4-5d7ddbcf0159,Application,EVWEB Portal - MLM,EVWEB Portal - MLM,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / Health Authority, License Partner, and Sponsor",,,,,,,,,,,,,,,,,,,,GPS,,,,,Global Patient Safety,,,,,,
4c3174a5-fde9-44c3-8bd8-baa082c82b58,Application,External Application,External Application,,,,,,,,,,,,Career Site Replacement;Workday Demand Backlog;Workday People Integrations,,,,,,,,,,,,,G&A IT;Placeholder,,,N.A.,,,,
533a29d0-93d0-4d46-9b72-7600f9262c65,Application,EY Global Tax Platform,EY Global Tax Platform 1.0,Tax,Invoice,Oracle Concurrent Program,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,G&A IT,Financial Services / Tax,,,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=df550836db277118c10db8f3f39619c3,,,
f2852d2b-c5cd-4ac9-a044-685d4581fac5,Application,EyeC Proofiler,EyeC Proofiler,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b6215983-1eb3-49d5-9432-550ba92f6e86,Application,Eylea - Ophthalmology Literature Portal,Eylea - Ophthalmology Literature Portal,~Global Medical Affairs (GMA) / Medical Communications / Multi-Channel Communications Management,,,,,,,,,,,,,,,,,,,,MA,Hcg-Int,,,,,,,,,,
9b8e2563-2df9-41c4-9317-24b708870001,Application,Eylea - Unbranded ROP Site,Eylea - Unbranded ROP Site,~Global Medical Affairs (GMA) / Medical Communications / Multi-Channel Communications Management,,,,,,,,,,,,,,,,,,,,MA,Ercules,,,,,,,,,,
c8934dba-8a06-4248-9aa0-081440a12f9b,Application,Factory Talk - Local PC,Factory Talk - Local PC,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
c1bd059b-e345-469d-933e-9e3e55541c4b,Application,Factory Talk - Rensselaer - Mid Scale,Factory Talk - Rensselaer - Mid Scale,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
248eac4c-e07e-417a-8b72-0857e8d77521,Application,Factory Talk Action Manager - Ren,Factory Talk Action Manager - Ren,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
75840974-ed00-474d-beef-e5ef7cc2a5da,Application,Factory Talk AssetCentre @REN,Factory Talk AssetCentre @REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
128e43d3-64bc-4f9d-8bfe-2f31d9df5d7c,Application,Factory Talk AssetCentre PA10 @RHN,Factory Talk AssetCentre PA10 @RHN,IOPS Plant Management / Process Control;IOPS Product Development / Technical Transfer,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
5860a10f-cab1-4d43-8cb4-75a643f42823,Application,Factory Talk AssetCentre PA11 @RHN,Factory Talk AssetCentre PA11 @RHN,IOPS Plant Management / Process Control;IOPS Product Development / Technical Transfer,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
cbc4462b-c5c0-4ae0-bc49-5afa0cfaadf2,Application,Factory Talk AssetCentre PA8 @RHN,Factory Talk AssetCentre PA8 @RHN,IOPS Plant Management / Process Control;IOPS Product Development / Technical Transfer,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
f01b3a21-6bfa-4e99-aead-af1e9bae77b0,Application,Factory Talk AssetCentre PA9 @RHN,Factory Talk AssetCentre PA9 @RHN,IOPS Plant Management / Process Control;IOPS Product Development / Technical Transfer,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
4be78c5d-7025-4241-95d6-0ec6f23db5cd,Application,Factory Talk AssetCentre Utilities @RHN,Factory Talk AssetCentre Utilities @RHN,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
b8d6ce2a-6a5a-4b2e-91f7-db8737d3bc37,Application,Factory Talk Vantage Point,Factory Talk Vantage Point,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7fd62c01-f0b6-4110-9be1-17b7bbe50907,Application,Factory Talk View PA10 @RHN,Factory Talk View PA10 @RHN,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
e0c33a92-ef04-4555-908a-7f34f5834e6c,Application,Factory Talk View PA11 @RHN,Factory Talk View PA11 @RHN,IOPS Plant Management / Process Control,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
9418efc9-4697-429a-a7aa-9482807d4f29,Application,Factory Talk View PA8 @RHN,Factory Talk View PA8 @RHN,IOPS Plant Management / Process Control,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
a92fb99a-3d9e-49b1-af72-2859c6b4ee08,Application,Factory Talk View PA9 @RHN,Factory Talk View PA9 @RHN,IOPS Plant Management / Process Control,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
a068023b-3821-412f-8966-7f0d30fdb210,Application,Factory Talk View Utilities,Factory Talk View Utilities,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
6000401e-2aa4-4fa1-9293-f53249ca11bc,Application,FactoryTalk Asset Centre - PA5 - REN,FactoryTalk Asset Centre - PA5 - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
bf6bda56-e13c-46f5-b645-3573adcd0a48,Application,FactoryTalk AssetCentre - FF - TL,FactoryTalk AssetCentre - FF - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
e5f94680-0676-4588-af26-90fcf93b6772,Application,FactoryTalk AssetCentre - FFEM - TL,FactoryTalk AssetCentre - FFEM - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
eb939072-b211-4d6d-b889-d486f158ba85,Application,FactoryTalk AssetCentre - FL01 - TL,FactoryTalk AssetCentre - FL01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
edc99019-e015-4577-b48a-3baa3716bc52,Application,FactoryTalk AssetCentre - FL02 - TL,FactoryTalk AssetCentre - FL02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
de39b294-231b-42ea-99fc-ab7767965328,Application,FactoryTalk AssetCentre - FL03 - TL,FactoryTalk AssetCentre - FL03 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
95a8e363-7497-47bf-bf20-f60a61beb133,Application,FactoryTalk AssetCentre - IA01 - TL,FactoryTalk AssetCentre - IA01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b98e921d-c464-4fbc-aff5-c02a6307e07b,Application,FactoryTalk AssetCentre - IA02 - TL,FactoryTalk AssetCentre - IA02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7016133b-dc36-49e2-ad3c-715c68e6af80,Application,FactoryTalk AssetCentre - IN01 - TL,FactoryTalk AssetCentre - IN01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b1b07bb1-01b6-4044-afeb-59914625a9e9,Application,FactoryTalk AssetCentre - IN02 - TL,FactoryTalk AssetCentre - IN02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
db3cfedc-39e2-474b-ad60-ac0c020893b7,Application,FactoryTalk AssetCentre - IN03 - TL,FactoryTalk AssetCentre - IN03 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
c1ec831f-a315-4e0e-b6bd-4ba25a35e1bc,Application,FactoryTalk AssetCentre - PA2S - REN,FactoryTalk AssetCentre - PA2S - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
e1fef6bb-e7ce-40d0-a377-0b133f86ae74,Application,FactoryTalk AssetCentre - PA3S - REN,FactoryTalk AssetCentre - PA3S - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
e67a0ba9-a141-415c-863d-d7e5e0dc56fe,Application,FactoryTalk AssetCentre - PA6 - REN,FactoryTalk AssetCentre - PA6 - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
346656ca-db8c-4b77-9e39-e886de5bc12a,Application,FactoryTalk AssetCentre - PA7 - REN,FactoryTalk AssetCentre - PA7 - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
3a8d2ff6-c205-4a9b-8ee5-a11419f2aa78,Application,FactoryTalk AssetCentre - PAS - TL,FactoryTalk AssetCentre - PAS - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
86ac0759-b510-4fef-a0aa-730c1bb1c9cc,Application,FactoryTalk AssetCentre - PK01 - TL,FactoryTalk AssetCentre - PK01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
2dc91088-2a10-4d9a-aad9-c5a758d2e298,Application,FactoryTalk AssetCentre - PK02 - TL,FactoryTalk AssetCentre - PK02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
3349f493-ab4b-4430-9ccb-14915a0c1278,Application,FactoryTalk AssetCentre - SA01 - TL,FactoryTalk AssetCentre - SA01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
f6d590ad-faaa-480f-83e3-d0f7b8d0c3fb,Application,FactoryTalk AssetCentre - UTIL - TL,FactoryTalk AssetCentre - UTIL - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
00363c57-e460-4dc4-a521-28a37586f1f0,Application,FactoryTalk AssetCentre - VHP - TL,FactoryTalk AssetCentre - VHP - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
e243408e-a637-4bec-be53-138a23fd57b0,Application,FactoryTalk ThinManager - FF - TL,FactoryTalk ThinManager - FF - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7268ab58-5605-4f13-a38b-480339236aa2,Application,FactoryTalk ThinManager - PA6X - REN,FactoryTalk ThinManager - PA6X - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
d4c27b7e-6b1b-47aa-b82a-8f2f4cbb0d8f,Application,FactoryTalk ThinManager - PA7 - REN,FactoryTalk ThinManager - PA7 - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
9058d75b-b9ea-4b6c-88bb-295808a2075d,Application,FactoryTalk Transaction Manager - Ren,FactoryTalk Transaction Manager - Ren,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
c3d67a22-3a22-4f5f-9e5d-9b1063c57260,Application,FactoryTalk Transaction Manager @RHN,FactoryTalk Transaction Manager @RHN,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
e7aaacf2-e931-46c3-b449-5a7749ea8ca0,Application,FactoryTalk View SE - BC - REN,FactoryTalk View SE - BC - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
539935f1-f967-4850-a118-cc4a21ecc205,Application,FactoryTalk View SE - FF - TL,FactoryTalk View SE - FF - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
506bd6ba-3eae-4978-bd09-db7c47510b72,Application,FactoryTalk View SE - FFEM - TL,FactoryTalk View SE - FFEM - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
fc945921-41fc-4676-8631-c35fc10d5f5a,Application,FactoryTalk View SE - FL01 - TL,FactoryTalk View SE - FL01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
85fa9551-8def-4cf0-85ab-4d7e2ff71dc2,Application,FactoryTalk View SE - FL02 - TL,FactoryTalk View SE - FL02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
209a53ef-ca07-42f5-888f-48fb649db863,Application,FactoryTalk View SE - FL03 - TL,FactoryTalk View SE - FL03 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
5c25b633-58b6-469d-8f21-2560523aa2d6,Application,FactoryTalk View SE - IA01 - TL,FactoryTalk View SE - IA01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
29ed3794-5f5a-4ec8-bc5e-f45f51778e20,Application,FactoryTalk View SE - IA02 - TL,FactoryTalk View SE - IA02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
ac99a70b-bc3d-4dc1-9d70-69ffba013bcc,Application,FactoryTalk View SE - IN01 - TL,FactoryTalk View SE - IN01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
a7dcd733-2572-4a82-b3b6-ae4c671318c2,Application,FactoryTalk View SE - IN02 - TL,FactoryTalk View SE - IN02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b945334e-9f3c-4cfa-a362-3f848a7bce35,Application,FactoryTalk View SE - IN03 - TL,FactoryTalk View SE - IN03 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
24aa2764-c3c1-4acc-93c5-ce7547eff545,Application,FactoryTalk View SE - PA6X - REN,FactoryTalk View SE - PA6X - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
fd4659c8-d8e6-4e85-a5f0-2e227d0d7ae9,Application,FactoryTalk View SE - PA7 Downstream - REN,FactoryTalk View SE - PA7 Downstream - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
eb7d719e-460c-44e5-86fe-387b512c2e9e,Application,FactoryTalk View SE - PA7 Upstream - REN,FactoryTalk View SE - PA7 Upstream - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
07ad2876-334d-486c-9cb6-919ba57a34f3,Application,FactoryTalk View SE - PAS - TL,FactoryTalk View SE - PAS - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
488aa11a-965b-4491-9d63-d8dda43bfdbe,Application,FactoryTalk View SE - PK01 - TL,FactoryTalk View SE - PK01 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
19e2aa0f-ad36-45f6-8e26-920e26e4d579,Application,FactoryTalk View SE - PK02 - TL,FactoryTalk View SE - PK02 - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
74d062ff-70ea-4470-8cad-99edec379753,Application,FactoryTalk View SE - SA01- TL,FactoryTalk View SE - SA01- TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
